File;UUID;English;Russian
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_TheJaguar_D_Description;"<br><font color=""c7a758"">Wonderous Artifact<br>May be empowered with shards of other Artifacts.</font><br><br>An elegant killer: swift, merciless, and beautiful.";
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Dread_D_DisplayName;Dread;Трепет
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Dread_D_Description;"<br><font color=""c7a758"">Wonderous Artifact<br>May be empowered with shards of other Artifacts.</font><br><br>I will show you fear in a handful of dust.";
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Momentum_A_DisplayName;Momentum;Инерция
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Momentum_A_Description;"<br><font color=""c7a758"">Minor Artifact<br>May be empowered with shards of other Artifacts.</font><br><br>A body in motion stays in motion, until it gets shot with this.";
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Marauder_C_DisplayName;Marauder;Мародёр
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Marauder_C_Description;"<br><font color=""c7a758"">Exceptional Artifact<br>May be empowered with shards of other Artifacts.</font><br><br>Get in. Get out. Grab everything that you can carry; kill anyone in the way.";
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Furin_B_DisplayName;Furin's Street Sweeper;
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Furin_B_Description;"<br><font color=""c7a758"">Artifact<br>May be empowered with shards of other Artifacts.</font><br><br>To crush your enemies, see them driven before you, and to hear the lamentations of their women.";
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_TheLocust_B_DisplayName;The Locust;Саранча
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_TheLocust_B_Description;"<br><font color=""c7a758"">Artifact<br>May be empowered with shards of other Artifacts.</font><br><br>Float like a butterfly, sting like an asshole.";
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_FaceOfTheFallen_C_DisplayName;Face of the Fallen;Лик Падшего
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_FaceOfTheFallen_C_Description;"<br><font color=""c7a758"">Exceptional Artifact<br>May be empowered with shards of other Artifacts.</font><br><br>Gone but not forgotten.";
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Hibernaculum_B_DisplayName;Hibernaculum;Берлога
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Hibernaculum_B_Description;"<br><font color=""c7a758"">Artifact<br>May be empowered with shards of other Artifacts.</font><br><br>Winter is coming.";
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_EyeOfTheStorm_D_DisplayName;Eye of the Storm;Глаз Бури
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_EyeOfTheStorm_D_Description;"<br><font color=""c7a758"">Wonderous Artifact<br>May be empowered with shards of other Artifacts.</font><br><br>Capacity of one.";
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Eclipse_E_DisplayName;Eclipse;Затмение
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Eclipse_E_Description;"<br><font color=""c7a758"">Ascendant Artifact</font><br><br>Avert your eyes.";
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_RodOfAbeyance_C_DisplayName;Rod of Abeyance;Жезл Безвременья
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_RodOfAbeyance_C_Description;"<br><font color=""c7a758"">Exceptional Artifact<br>May be empowered with shards of other Artifacts.</font><br><br>In the fullness of time.";
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Zenith_E_DisplayName;Zenith;Зенит
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Zenith_E_Description;"<br><font color=""c7a758"">Ascendant Artifact</font><br><br>My time has come.";
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Nemesis_B_DisplayName;Nemesis;Возмездие
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Nemesis_B_Description;"<br><font color=""c7a758"">Artifact<br>May be empowered with shards of other Artifacts.</font><br><br>No rest. No weakness. No Forgiveness. Only Vengeance.";
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_LambentBlade_D_DisplayName;Lambent Blade;Сияющее Лезвие
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_LambentBlade_D_Description;"<br><font color=""c7a758"">Wonderous Artifact<br>May be empowered with shards of other Artifacts.</font><br><br>Brighter than hope, swifter than defeat.";
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Apostacy_E_DisplayName;Apostacy;Измена
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Apostacy_E_Description;"<br><font color=""c7a758"">Ascendant Artifact</font><br><br>The Zenocide begins.";
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Prophecy_C_DisplayName;Prophecy;Пророчество
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Prophecy_C_Description;"<br><font color=""c7a758"">Exceptional Artifact<br>May be empowered with shards of other Artifacts.</font><br><br>Only through time is time conquered.";
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Leviathan_A_DisplayName;Leviathan;Левиафан
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Leviathan_A_Description;"<br><font color=""c7a758"">Minor Artifact<br>May be empowered with shards of other Artifacts.</font><br><br>Immortal and indifferent as the sea.";
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_AmaranthineBulwark_B_DisplayName;Amaranthine Bulwark;Вечный Оплот
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_AmaranthineBulwark_B_Description;"<br><font color=""c7a758"">Artifact<br>May be empowered with shards of other Artifacts.</font><br><br>Let the darkness come. I am ready.";
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Prophecy_A_DisplayName;Prophecy;Пророчество
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Prophecy_A_Description;"<br><font color=""c7a758"">Minor Artifact<br>May be empowered with shards of other Artifacts.</font><br><br>Only through time is time conquered.";
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Fecundity_C_DisplayName;Fecundity;Плодородие
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Fecundity_C_Description;"<br><font color=""c7a758"">Exceptional Artifact<br>May be empowered with shards of other Artifacts.</font><br><br>...Let the Earth bring forth....";
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Famine_E_DisplayName;Famine;Голод
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Famine_E_Description;"<br><font color=""c7a758"">Ascendant Artifact</font><br><br>Third am I.";
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_TheLeper_B_DisplayName;The Leper;Проказа
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_TheLeper_B_Description;"<br><font color=""c7a758"">Artifact<br>May be empowered with shards of other Artifacts.</font><br><br>Your flesh rejects you.";
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Arcturus_B_DisplayName;Arcturus;Арктур
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Arcturus_B_Description;"<br><font color=""c7a758"">Artifact<br>May be empowered with shards of other Artifacts.</font><br><br>Eternal refuge.";
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_CoruscatingSilks_B_DisplayName;Coruscating Silks;Искрящийся Шёлк
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_CoruscatingSilks_B_Description;"<br><font color=""c7a758"">Artifact<br>May be empowered with shards of other Artifacts.</font><br><br>Hard as diamond, fluid as thought.";
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_MalleusMaleficarum_D_DisplayName;Malleus Maleficarum;Молот Ведьм
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_MalleusMaleficarum_D_Description;"<br><font color=""c7a758"">Wonderous Artifact<br>May be empowered with shards of other Artifacts.</font><br><br>The hammer of witches, the fist of the inquisition.";
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Sacrifice_E_DisplayName;Sacrifice;Жертва
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Sacrifice_E_Description;"<br><font color=""c7a758"">Ascendant Artifact</font><br><br>Might at the cost of mettle.";
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Patience_C_DisplayName;Patience;Терпение
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Patience_C_Description;"<br><font color=""c7a758"">Exceptional Artifact<br>May be empowered with shards of other Artifacts.</font><br><br>He who strikes last, strikes hardest.";
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_RodOfConviction_B_DisplayName;Rod of Conviction;Жезл Убеждения
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_RodOfConviction_B_Description;"<br><font color=""c7a758"">Artifact<br>May be empowered with shards of other Artifacts.</font><br><br>I am the captain of my soul.";
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Ambition_B_DisplayName;Ambition;Тщеславие
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Ambition_B_Description;"<br><font color=""c7a758"">Artifact<br>May be empowered with shards of other Artifacts.</font><br><br>Stop thinking as though the world belongs to someone else.";
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Fecundity_B_DisplayName;Fecundity;Плодородие
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Fecundity_B_Description;"<br><font color=""c7a758"">Artifact<br>May be empowered with shards of other Artifacts.</font><br><br>...Let the Earth bring forth....";
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Expedition_C_DisplayName;Expedition;Приключение
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Expedition_C_Description;"<br><font color=""c7a758"">Exceptional Artifact<br>May be empowered with shards of other Artifacts.</font><br><br>I'm looking for someone to share in an adventure.";
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_TheJaguar_A_DisplayName;The Jaguar;Ягуар
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_TheJaguar_A_Description;"<br><font color=""c7a758"">Minor Artifact<br>May be empowered with shards of other Artifacts.</font><br><br>An elegant killer: swift, merciless, and beautiful.";
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Abyss_A_DisplayName;Abyss;Бездна
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Abyss_A_Description;"<br><font color=""c7a758"">Minor Artifact<br>May be empowered with shards of other Artifacts.</font><br><br>Older than darkness, crueler than time.";
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Expedition_D_DisplayName;Expedition;Приключение
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Expedition_D_Description;"<br><font color=""c7a758"">Wonderous Artifact<br>May be empowered with shards of other Artifacts.</font><br><br>I'm looking for someone to share in an adventure.";
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_TheLeper_C_DisplayName;The Leper;Проказа
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_TheLeper_C_Description;"<br><font color=""c7a758"">Exceptional Artifact<br>May be empowered with shards of other Artifacts.</font><br><br>Your flesh rejects you.";
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_RodOfAbeyance_E_DisplayName;Rod of Abeyance;Жезл Безвременья
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_RodOfAbeyance_E_Description;"<br><font color=""c7a758"">Ascendant Artifact</font><br><br>In the fullness of time.";
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_CoruscatingSilks_D_DisplayName;Coruscating Silks;Искрящийся Шёлк
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_CoruscatingSilks_D_Description;"<br><font color=""c7a758"">Wonderous Artifact<br>May be empowered with shards of other Artifacts.</font><br><br>Hard as diamond, fluid as thought.";
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Pariah_D_DisplayName;Pariah;Изгой
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Pariah_D_Description;"<br><font color=""c7a758"">Wonderous Artifact<br>May be empowered with shards of other Artifacts.</font><br><br>Your hate makes me stronger.";
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_MalleusMaleficarum_C_DisplayName;Malleus Maleficarum;Молот Ведьм
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_MalleusMaleficarum_C_Description;"<br><font color=""c7a758"">Exceptional Artifact<br>May be empowered with shards of other Artifacts.</font><br><br>The hammer of witches, the fist of the inquisition.";
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Sacrifice_D_DisplayName;Sacrifice;Жертва
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Sacrifice_D_Description;"<br><font color=""c7a758"">Wonderous Artifact<br>May be empowered with shards of other Artifacts.</font><br><br>Might at the cost of mettle.";
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_NecromancersRaiment_E_DisplayName;Necromancer's Raiment;Одеяния Некроманта
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_NecromancersRaiment_E_Description;"<br><font color=""c7a758"">Ascendant Artifact</font><br><br>Waste not, want not.";
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Mountain_C_DisplayName;Mountain;Гора
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Mountain_C_Description;"<br><font color=""c7a758"">Exceptional Artifact<br>May be empowered with shards of other Artifacts.</font><br><br>Blunt your blades. Shatter your axes. The mountain does not yield.";
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_LambentBlade_C_DisplayName;Lambent Blade;Сияющее Лезвие
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_LambentBlade_C_Description;"<br><font color=""c7a758"">Exceptional Artifact<br>May be empowered with shards of other Artifacts.</font><br><br>Brighter than hope, swifter than defeat.";
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Rancor_E_DisplayName;Rancor;Злоба
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Rancor_E_Description;"<br><font color=""c7a758"">Ascendant Artifact</font><br><br>From hell's heart I stab at thee; for hate's sake I spit my last breath at thee...";
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_AngelsEgg_E_DisplayName;Angel's Egg;Яйцо Ангела
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_AngelsEgg_E_Description;"<br><font color=""c7a758"">Ascendant Artifact</font><br><br>Keep precious things inside you or you will lose them.";
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_TheLeper_A_DisplayName;The Leper;Проказа
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_TheLeper_A_Description;"<br><font color=""c7a758"">Minor Artifact<br>May be empowered with shards of other Artifacts.</font><br><br>Your flesh rejects you.";
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Nemesis_C_DisplayName;Nemesis;Возмездие
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Nemesis_C_Description;"<br><font color=""c7a758"">Exceptional Artifact<br>May be empowered with shards of other Artifacts.</font><br><br>No rest. No weakness. No Forgiveness. Only Vengeance.";
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_TheCannibal_E_DisplayName;The Cannibal;Людоед
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_TheCannibal_E_Description;"<br><font color=""c7a758"">Ascendant Artifact</font><br><br>It is important always to try new things.";
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_PrismaticBarrier_A_DisplayName;Prismatic Barrier;Радужный Барьер
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_PrismaticBarrier_A_Description;"<br><font color=""c7a758"">Minor Artifact<br>May be empowered with shards of other Artifacts.</font><br><br>Saffel's prize.";
Rt\AMER_ArtifactUniques.lsx;AMER_LOOT_UNI_Shard_C_Description;Combine two to generate a more powerful fragment.;
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Urgency_E_DisplayName;Urgency;Срочность
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Urgency_E_Description;"<br><font color=""c7a758"">Ascendant Artifact</font><br><br>Do it.";
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_TheChthonian_E_DisplayName;The Chthonian;Хтоник
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_TheChthonian_E_Description;"<br><font color=""c7a758"">Ascendant Artifact</font><br><br>Animal Kingdom, bitch!";
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_NecromancersRaiment_C_DisplayName;Necromancer's Raiment;Одеяния Некроманта
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_NecromancersRaiment_C_Description;"<br><font color=""c7a758"">Exceptional Artifact<br>May be empowered with shards of other Artifacts.</font><br><br>Waste not, want not.";
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Nemesis_D_DisplayName;Nemesis;Возмездие
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Nemesis_D_Description;"<br><font color=""c7a758"">Wonderous Artifact<br>May be empowered with shards of other Artifacts.</font><br><br>No rest. No weakness. No Forgiveness. Only Vengeance.";
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_InfernalContract_E_DisplayName;Infernal Contract;Адский Контракт
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_InfernalContract_E_Description;"<br><font color=""c7a758"">Ascendant Artifact</font><br><br>My soul is forfeit.";
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Pariah_B_DisplayName;Pariah;Изгой
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Pariah_B_Description;"<br><font color=""c7a758"">Artifact<br>May be empowered with shards of other Artifacts.</font><br><br>Your hate makes me stronger.";
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Seraph_A_DisplayName;Seraph;Серафим
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Seraph_A_Description;"<br><font color=""c7a758"">Minor Artifact<br>May be empowered with shards of other Artifacts.</font><br><br>Eternal love.";
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Momentum_E_DisplayName;Momentum;Инерция
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Momentum_E_Description;"<br><font color=""c7a758"">Ascendant Artifact</font><br><br>A body in motion stays in motion, until it gets shot with this.";
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Expedition_B_DisplayName;Expedition;Приключение
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Expedition_B_Description;"<br><font color=""c7a758"">Artifact<br>May be empowered with shards of other Artifacts.</font><br><br>I'm looking for someone to share in an adventure.";
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Dread_C_DisplayName;Dread;Трепет
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Dread_C_Description;"<br><font color=""c7a758"">Exceptional Artifact<br>May be empowered with shards of other Artifacts.</font><br><br>I will show you fear in a handful of dust.";
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_TheAnswerer_E_DisplayName;The Answerer;Довод
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_TheAnswerer_E_Description;"<br><font color=""c7a758"">Ascendant Artifact</font><br><br>An artful negotiator.";
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Famine_D_DisplayName;Famine;Голод
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Famine_D_Description;"<br><font color=""c7a758"">Wonderous Artifact<br>May be empowered with shards of other Artifacts.</font><br><br>Third am I.";
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_PrismaticBarrier_D_DisplayName;Prismatic Barrier;Радужный Барьер
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_PrismaticBarrier_D_Description;"<br><font color=""c7a758"">Wonderous Artifact<br>May be empowered with shards of other Artifacts.</font><br><br>Saffel's prize.";
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Arcturus_A_DisplayName;Arcturus;Арктур
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Arcturus_A_Description;"<br><font color=""c7a758"">Minor Artifact<br>May be empowered with shards of other Artifacts.</font><br><br>Eternal refuge.";
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_TheLocust_D_DisplayName;The Locust;Саранча
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_TheLocust_D_Description;"<br><font color=""c7a758"">Wonderous Artifact<br>May be empowered with shards of other Artifacts.</font><br><br>Float like a butterfly, sting like an asshole.";
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Convergence_B_DisplayName;Convergence;Конвергенция
Rt\AMER_ArtifactUniques.lsx;AMER_UNI_Convergence_B_Description;"<br><font color=""c7a758"">Artifact<br>May be empowered with shards of other Artifacts.</font><br><br>Focus.";
